"prioridade";"recomendacao";"esforco";"prontidao_atual";"volume_12m";"tabela";"categoria";"nome_atual";"nome_sugerido";"qtd_derivados";"derivados";"qtd_perguntas";"qtd_bloqueadores";"frases_exemplo";"justificativa";"sys_id"
"media";"conversacional_com_ajustes";"baixo";"70";"230";"x_nasm_finance_case";"Viagens Corporativas e Táxi";"Solicitar cadastro e reativação de app de Táxi e Viagens Corporativas";"Cadastrar ou reativar acesso ao app de táxi e viagens corporativas";"0";"";"6";"1";"preciso de cadastro no app de táxi da empresa | meu acesso ao app de viagens corporativas foi bloqueado | quero reativar minha conta do táxi corporativo | troquei de celular e preciso atualizar o número no app de táxi | não consigo pedir táxi pelo app da empresa, acho que meu cadastro expirou";"O item tem uma intenção clara e poucas perguntas específicas (demanda, centro de custo/PEP, CPF, celular e novo celular). Não há bloqueador: o script de CPF já é VA Supported, mas dá para trocá-lo por Validation Regex. Os ajustes que faltam são conversational labels, descrição de negócio, tirar o rich text de FAQ e passar as policies onLoad de obrigatoriedade para a própria variável.";"dad4109c1b9c691ca530426fe54bcb24"
"media";"conversacional_com_ajustes";"baixo";"55";"228";"x_nasm_hr_case";"Relatórios";"Solicitações de relatório";"Solicitar relatório de RH (América Hispânica)";"0";"";"2";"0";"necesito un reporte de headcount | preciso de um relatório da folha | relatório de nómina da minha área | quero um reporte com centro de custo e banda dos colaboradores | pedir relatório de RH";"Item enxuto (2 perguntas próprias) com intenção clara, sem bloqueadores. O excesso de perguntas vem do set Hispana Personal Information, e as validações de 40 caracteres e a filtragem de opções são scripts que podem virar recursos no-code. Ajuste de baixo esforço.";"b184d8c03b989e10924d0247f4e45a6a"
"media";"conversacional_com_ajustes";"baixo";"25";"226";"x_nasm_hr_case";"Desligamento";"Informações ou dúvidas relacionadas à Desligamento";"Tirar dúvida sobre desligamento e rescisão";"0";"";"1";"2";"dúvida sobre minha rescisão | quando cai o pagamento da rescisão? | como funciona o aviso prévio? | tenho uma pergunta sobre desligamento | não recebi o TRCT";"Genérico de uma pergunta, bloqueado só pelos widgets de busca Custom. Com a remoção deles e das policies órfãs vira conversa de uma pergunta. A descrição precisa separá-lo dos vários itens transacionais de desligamento.";"8d6da4711bd42550d1abda4ce54bcb5d"
"media";"conversacional";"baixo";"75";"221";"x_nasm_ptp_case";"Serviços Externos";"Fornecedores de Argentina – Cadastro de E-mail para Recebimento de Comprovantes de Retenção";"Cadastrar e-mail para receber comprovantes de retenção (fornecedores da Argentina)";"0";"";"3";"0";"quiero recibir los certificados de retención por mail | cadastrar e-mail para comprovante de retenção | cambiar el correo donde llegan las retenciones | soy proveedor de Argentina y no recibo los certificados de retención | enviar comprovantes de retenção para outro e-mail";"Volume médio (221 em 12 meses, todo recente), só 3 perguntas de texto e scripts VA Supported. Está quase pronto: falta short description, labels conversacionais e trocar os dois scripts de validação por Validation Regex.";"41f22d2287848b10ec360e530cbb35cb"
"media";"dividir";"medio";"45";"219";"x_nasm_hr_case";"Aprendizagem, Desenvolvimento e Desempenho";"Programa de Estágio";"Programa de Estágio";"3";"Contrato de estágio: enviar, aditar, prorrogar ou trocar gestor | Enviar relatório de atividades do estágio | Dúvidas sobre o programa de estágio";"0";"3";"quero prorrogar meu estágio | preciso enviar meu relatório de atividades assinado | dúvida sobre o programa de estágio";"v_request_type separa 3 intenções com perguntas e anexos próprios: contrato de estágio (envio, aditivo, prorrogação, informação, troca de gestor), relatório de atividades (envio assinado, troca de gestor) e informações gerais sobre o programa. Juntas, dão 23 perguntas, acima do limite de 20, com 20 policies onLoad e dois sets de gestor duplicados. Dividindo, cada item fica com 3 a 6 perguntas e casa melhor com frases como 'prorrogar meu estágio' ou 'enviar relatório de estágio'.";"90654bf41beb1558d1abda4ce54bcb6b"
"media";"conversacional_com_ajustes";"baixo";"75";"219";"x_nasm_hr_case";"Gestão de Pessoas e Estrutura";"Informações ou dúvidas relacionadas a movimentação de pessoal e estrutura";"Tirar dúvida sobre movimentação de pessoal e estrutura";"0";"";"1";"0";"dúvida sobre transferência de área | como funciona a promoção de um colaborador? | quero saber sobre mudança de gestor | pergunta sobre estrutura da minha equipe | não achei o formulário de movimentação";"Item genérico de uma pergunta, sem bloqueadores, com volume médio. Falta descrição, o texto 'quando usar' está num Rich Text que não chega ao LLM, e o label está em inglês. Ajuste rápido de texto.";"3399d0941ba5c610a530426fe54bcbfb"
"media";"dividir";"alto";"15";"218";"x_nasm_hr_case";"Aprendizagem, Desenvolvimento e Desempenho";"Logística de Ações de Aprendizagem";"Logística de treinamentos e ações de aprendizagem";"3";"Solicitar logística completa de treinamento | Enviar convite de treinamento na agenda | Enviar comunicado de treinamento por e-mail";"0";"4";"preciso organizar um treinamento presencial | quero que o CSC envie o convite do treinamento | preciso disparar um e-mail de comunicação de um curso";"A pergunta qual_solicitacao separa 3 pedidos diferentes: logística completa de treinamento, envio de convite na agenda e envio de comunicado/ativação por e-mail. Cada um tem campos próprios, e isso gera 43 perguntas, 6 anexos, 33 policies onLoad e um script de data retroativa sem VA Supported. Dividindo, o convite e o comunicado ficam conversacionais. A logística completa continua pesada e fica como formulário.";"c7573a6f1b8f3c10a530426fe54bcb07"
"media";"conversacional_com_ajustes";"baixo";"50";"218";"x_nasm_hr_case";"Controle de Jornada";"Solicitação de Exclusão da Aprovação";"Excluir ajuste aprovado indevidamente no ponto";"0";"";"2";"1";"aprovaram um ajuste errado no meu ponto | preciso excluir uma aprovação do ponto | o gestor aprovou a marcação errada | desfazer ajuste aprovado no ADP | cancelar aprovação de ponto do dia 10";"Item curto (empresa derivada e data) sem bloqueador. O nome é técnico e não diz o que o colaborador quer ('desfazer ajuste de ponto aprovado por engano'); a descrição está vazia. O set 'Adicionar novo colaborador' (provável multi-row para gestor incluir vários) pede tratamento à parte.";"26f745881b806dd4a530426fe54bcbb2"
"media";"conversacional_com_ajustes";"baixo";"60";"217";"x_nasm_finance_case";"Cartão Corporativo";"Solicitação de Desbloqueio ou Cancelamento de Cartão Corporativo";"Desbloquear ou cancelar cartão corporativo";"0";"";"4";"2";"meu cartão corporativo foi bloqueado | preciso desbloquear o cartão da empresa | quero cancelar meu cartão corporativo | cartão corp bloqueado, não passa | cancelar cartão corporativo de colaborador desligado";"Formulário curto (4 perguntas próprias) com duas opções simples (desbloqueio ou cancelamento). Não vale dividir: o LLM preenche o tipo pela frase do usuário (""meu cartão bloqueou""). Basta nome/descrição com as duas palavras, labels em pt-BR e remover os scripts de limpeza.";"e85928f31b94e1d0d1abda4ce54bcb4c"
"media";"dividir";"medio";"40";"214";"x_nasm_hr_case";"Declarações e Documentos";"Aplicação / Devolução de Medida Disciplinar";"Medida disciplinar (emissão ou devolução)";"2";"Solicitar emissão de medida disciplinar (advertência) | Devolver medida disciplinar assinada";"0";"1";"preciso aplicar uma advertência | devolver advertência assinada";"O select v_type_of_service separa duas intenções diferentes: o gestor pedir a emissão de uma advertência (dados do colaborador, tipo e motivo) e devolver a advertência assinada (quem recebeu + anexo). Cada ramo tem perguntas próprias e volume relevante; separados, cada item tem 2 a 3 perguntas reais, porque o resto é auto-preenchido.";"87cb02061b5ce950a530426fe54bcb55"
"media";"conversacional_com_ajustes";"baixo";"60";"203";"x_nasm_ptp_case";"Pagamentos";"Comprovante de Pagamento Internacional";"Solicitar comprovante de pagamento internacional";"0";"";"6";"0";"preciso do comprovante de um pagamento internacional | o fornecedor lá fora pediu o swift do pagamento | comprovante de pagamento em dólar para fornecedor | me manda o recibo do pagamento internacional da invoice | quero o comprovante da remessa ao exterior";"Volume moderado (203 em 12 meses) e poucas perguntas próprias. Sem bloqueador; o código do fornecedor já é derivado do nome, então sai da conversa. O rich text de instrução não chega ao LLM e deve virar texto da descrição.";"aecc23c61b5d6910d1abda4ce54bcb8c"
"media";"conversacional_com_ajustes";"baixo";"55";"178";"x_nasm_finance_case";"Tratativa de pedidos e pagamento de vendas";"Solicitar criação de nota de crédito";"Solicitar criação de nota de crédito";"0";"";"3";"2";"preciso criar uma nota de crédito para a consultora | pedido não foi entregue, quero gerar crédito | gerar crédito para franqueado | nota de crédito de pedido não entregue | criar crédito em lote por planilha";"Poucas perguntas (empresa, sub-empresa, descrição, aprovador, planilha). O client script usa g_form.getReference para decidir qual template exibir pelo país; na conversa o template (Rich Text) nem aparece, então basta levar os dois links para a descrição/KB e remover o script. Anexo obrigatório vai para o final.";"fd1dee9d1bffd914a530426fe54bcb34"
"media";"conversacional_com_ajustes";"baixo";"55";"177";"x_nasm_hr_case";"Pedidos relacionados Despesas";"Pedidos relacionados Despesas";"Pedidos sobre despesas corporativas";"0";"";"3";"1";"Preciso de uma simulação de despesas | Quero enviar a documentação de uma despesa | Tenho uma dúvida sobre uma despesa lançada | solicitud de gastos | preciso corrigir uma despesa";"Item simples com 3 perguntas próprias (para quem, tipo de pedido e detalhe) e sem bloqueadores. Os ajustes são: tirar a duplicidade entre who_is_this_request_for e o v_employee do set, trocar a validação de 40 caracteres por regex e reescrever a descrição, que hoje cita ""envio de notícias"" e se confunde com ""Envio de Novidades"".";"85bfd7981b701a50514cbaef4b4bcb0b"
"media";"conversacional_com_ajustes";"baixo";"50";"176";"x_nasm_hr_case";"Frota";"Dúvidas, consultas, reclamações ou sugestões relacionadas à Frota";"Tirar dúvida ou registrar reclamação sobre a frota";"0";"";"3";"2";"tenho uma dúvida sobre o carro da empresa | quero reclamar da oficina da frota | sugestão para o programa de frota | como funciona a manutenção do veículo corporativo? | consulta sobre multa no carro da empresa";"Item simples (motivo, categoria e detalhe) com volume médio. Bloqueado só por dois client scripts de mensagem de erro traduzida sem VA Supported, que podem ser trocados por validação no-code. Precisa de descrição de negócio que o diferencie de 'Solicitações relacionadas à Frota'.";"17bab25687b95210ec360e530cbb3527"
"media";"conversacional_com_ajustes";"baixo";"55";"169";"x_nasm_hr_case";"Psicologia Viva (Conexa)";"Conexa (Psicologia Viva) - Inclusão, Alteração ou Cancelamento de Beneficiário / Rede de afeto";"Incluir, alterar ou cancelar beneficiário da Psicologia Viva (Conexa)";"0";"";"6";"1";"Quero incluir minha mãe na Psicologia Viva | Como cadastro meu marido na Conexa? | Preciso cancelar o beneficiário da terapia online | trocar pessoa da rede de afeto | alterar e-mail do beneficiário da Psicologia Viva";"Intenção única (gerenciar um beneficiário da rede de afeto no benefício Psicologia Viva) com 6 perguntas próprias e sem bloqueadores. As três ações (incluir, alterar, cancelar) usam praticamente os mesmos dados, então basta um select, sem dividir. Os ajustes são labels, regex de CPF e conferir a policy ""EY: Read Only"", que marca tudo como somente leitura.";"d3f7ba031b099a10514cbaef4b4bcb26"
"media";"dividir";"alto";"15";"168";"x_nasm_hr_case";"Licenças e Ausências";"Solicitação de Licença Maternidade";"Solicitar licença-maternidade";"2";"Solicitar licença-maternidade | Incluir recém-nascido como dependente";"0";"5";"quero registrar minha licença-maternidade | vou sair de licença maternidade mês que vem | meu bebê nasceu, preciso incluir no plano de saúde";"O item mistura duas intenções: registrar a licença-maternidade e incluir o recém-nascido como dependente (IR, plano de saúde e odontológico, com dados bancários para reembolso). Tem 32 perguntas (acima do limite de 20), variáveis Custom com widget e HTML, checkboxes soltos, um MRVS de dependentes e um onSubmit sem VA Supported. Dividir reduz cada item a um fluxo curto e conversável.";"1b13e0591bdfb010d1abda4ce54bcb2b"
"media";"conversacional_com_ajustes";"baixo";"50";"166";"x_nasm_hr_case";"Declarações e Documentos";"Declaração de vínculo ou lotação e escala de trabalho";"Pedir declaração de vínculo, lotação ou escala de trabalho";"0";"";"1";"0";"preciso de uma declaração de vínculo empregatício | declaração que trabalho na empresa para a faculdade | quero uma declaração com minha escala de trabalho | declaração de lotação | comprovante de que sou funcionário";"Item quase pronto: uma única pergunta (tipo de declaração) mais o colaborador com default. O que falta é nome e descrição (ambos vazios hoje), essenciais para o LLM achar o item e separá-lo da 'Solicitação de declaração' genérica.";"2c07a9771ba48510a530426fe54bcbb9"
"media";"conversacional_com_ajustes";"medio";"50";"163";"x_nasm_finance_case";"Varejo e Fechamento de Caixa";"Solicitação para tratativa de pagamentos Varejo";"Solicitar pagamento do varejo (lojas)";"0";"";"10";"1";"preciso fazer um pagamento para uma colaboradora da loja | devolução de valor para franquia The Body Shop | pagamento de saldo do varejo | solicitar pagamento da loja Aesop | reembolsar franquia TBS";"Há dois selects de tipo de solicitação quase iguais (um para Natura/Aesop, outro para TBS com a opção extra de devolução a franquia), que podem virar um só. A UI Policy ""Mandatory fields"" deixa sempre obrigatórios campos que só aparecem no ramo TBS, e v_country é sempre oculto. Com a unificação e o anexo no final, a conversa fica em ~10 perguntas.";"4b499a951b84a558a530426fe54bcb84"
